PRN             t(GNSS TIME)/s                 X/m                 Y/m                 Z/m               toe/s
C08             51900.00000000  -24975606.12960173   32241795.13406480  -11279033.10354201       1500.00000000
C08             52200.00000000  -24777766.67842416   32649469.85517752  -10528023.32152273       1800.00000000
C08             52500.00000000  -24562409.51606482   33048272.51573779   -9772029.67560016       1500.00000000
C08             52800.00000000  -24329941.04455720   33437450.49106721   -9011409.64828577       1200.00000000
C08             53100.00000000  -24080799.11955611   33816269.52211518   -8246524.70100314        900.00000000
C08             53400.00000000  -23815453.40156010   34184015.15699004   -7477737.51336645        600.00000000
C08             53700.00000000  -23534404.16132319   34539994.08416940   -6705412.46273996        300.00000000
C08             54000.00000000  -23238181.32606988   34883535.44053316   -5929915.45645085          0.00000000
C08             54300.00000000  -22927343.47004368   35213992.07650965   -5151613.76356524        300.00000000
C08             54600.00000000  -22602476.75131406   35530741.77598061   -4370875.84629527        600.00000000
C08             54900.00000000  -22264193.79686488   35833188.42867757   -3588071.19110449        900.00000000
C08             55200.00000000  -21913132.53808243   36120763.15289097   -2803570.13957848       1200.00000000
C08             55500.00000000  -21549954.99885220   36392925.36640888   -2017743.71912762       1500.00000000
C08             55800.00000000  -21175346.03855874   36649163.80369882   -1230963.47358862       1800.00000000
C08             56100.00000000  -20790011.80118857   36888997.56612846    -443601.97057451       1500.00000000
C08             56400.00000000  -20394679.38285994   37111976.67356350     343970.08085279       1200.00000000
C08             56700.00000000  -19990093.94088107   37317683.43817147    1131379.92072689        900.00000000
C08             57000.00000000  -19577018.28847504   37505732.89341559    1918255.63352079        600.00000000
C08             57300.00000000  -19156231.19890904   37675773.60676225    2704225.63343324        300.00000000
C08             57600.00000000  -18728525.93041531   37827488.33851905    3488918.83302470          0.00000000
C08             57900.00000000  -18294708.72413057   37960594.63602292    4271964.81149943        300.00000000
C08             58200.00000000  -17855597.27787726   38074845.36208604    5052993.98256978        600.00000000
C08             58500.00000000  -17412019.19865307   38170029.15672809    5831637.76183988        900.00000000
C08             58800.00000000  -16964810.43673344   38245970.83134914    6607528.73364504       1200.00000000
C08             59100.00000000  -16514813.70432460   38302531.69462209    7380300.81728486       1500.00000000
C08             59400.00000000  -16062876.88173310   38339609.80951087    8149589.43258735       1800.00000000
C08             59700.00000000  -15609851.22117065   38357140.43499945    8915031.08681089       1500.00000000
C08             60000.00000000  -15156590.52230942   38355095.12169487    9676265.87402070       1200.00000000
C08             60300.00000000  -14703948.31361778   38333483.30864727   10432934.09152465        900.00000000
C08             60600.00000000  -14252777.06522117   38292351.25437351   11184678.80218944        600.00000000
C08             60900.00000000  -13803926.36402745   38231782.21187814   11931145.38504716        300.00000000
C08             61200.00000000  -13358241.30811290   38151896.26716752   12671981.69556110          0.00000000
C08             61500.00000000  -12916560.90969446   38052850.10834192   13406838.22479691        300.00000000
C08             61800.00000000  -12479716.50967766   37934836.72570438   14135368.25743991        600.00000000
C08             62100.00000000  -12048530.20674628   37798085.04345318   14857228.02859946        900.00000000
C08             62400.00000000  -11623813.30393498   37642859.48365083   15572076.87934171       1200.00000000
C08             62700.00000000  -11206364.77559120   37469459.46328873   16279577.41089250       1500.00000000
C08             63000.00000000  -10796969.75759679   37278218.82538989   16979395.63745250       1800.00000000
C08             63300.00000000  -10396397.97754099   37069505.37874703   17671200.80586347       1500.00000000
C08             63600.00000000  -10005402.63856285   36843719.50557722   18354666.88426889       1200.00000000
C08             63900.00000000   -9624718.49645685   36601294.45102642   19029470.67869413        900.00000000
C08             64200.00000000   -9255060.79807325   36342694.79296433   19695293.35425312        600.00000000
C08             64500.00000000   -8897123.84897772   36068415.74282114   20351820.23031720        300.00000000
C08             64800.00000000   -8551579.70073244   35778982.20741815   20998740.92380293          0.00000000
C08             65100.00000000   -8219076.88003530   35474947.79473691   21635749.49067695        300.00000000
C08             65400.00000000   -7900239.16210333   35156893.76548193   22262544.56562311        600.00000000
C08             65700.00000000   -7595664.39060515   34825427.93239234   22878829.49981765        900.00000000
C08             66000.00000000   -7305923.34636067   34481183.50935590   23484312.49675811       1200.00000000
C08             66300.00000000   -7031558.66693680   34124817.91247251   24078706.74609186       1500.00000000
C08             66600.00000000   -6773083.81917527   33757011.51530313   24661730.55539210       1800.00000000
C08             66900.00000000   -6530981.91664019   33378466.83896942   25233106.95311999       1500.00000000
C08             67200.00000000   -6305705.63813411   32989905.31562778   25792565.93950692       1200.00000000
C08             67500.00000000   -6097675.12572419   32592068.77290908   26339841.40250850        900.00000000
C08             67800.00000000   -5907278.01293290   32185716.13292877   26874673.39595868        600.00000000
C08             68100.00000000   -5734868.48341889   31771622.44840838   27396807.71788216        300.00000000
C08             68400.00000000   -5580766.59812752   31350577.43451414   27905996.02885962          0.00000000
C08             68700.00000000   -5445257.68670116   30923383.97269567   28401995.96797789        300.00000000
C08             69000.00000000   -5328591.80431517   30490856.58932204   28884571.26631644        600.00000000
C08             69300.00000000   -5230983.25498297   30053819.91196167   29353491.85792031        900.00000000
C08             69600.00000000   -5152610.18225227   29613107.10619566   29808533.98821104       1200.00000000
C08             69900.00000000   -5093614.22808781   29169558.29589185   30249480.31978691       1500.00000000
C08             70200.00000000   -5054100.26061182   28724018.96990024   30676120.03556534       1800.00000000
C08             70500.00000000   -5034135.61634123   28277339.04065948   31088248.37512963       1500.00000000
C08             70800.00000000   -5033752.17189366   27830368.59166222   31485669.00089706       1200.00000000
C08             71100.00000000   -5052942.99793452   27383960.20714218   31868190.67339802        900.00000000
C08             71400.00000000   -5091664.53797452   26938964.73643593   32235629.63319972        600.00000000
C08             71700.00000000   -5149836.14767271   26496230.32887785   32587809.11541458        300.00000000
C08             72000.00000000   -5227340.24257388   26056600.82233096   32924559.43592325          0.00000000
C08             72300.00000000   -5324022.51577115   25620914.13931654   33245718.07462144        300.00000000
C08             72600.00000000   -5439692.22512312   25190000.69376683   33551129.75564783        600.00000000
C08             72900.00000000   -5574122.54952558   24764681.81140736   33840646.52455035        900.00000000
C08             73200.00000000   -5727051.01360747   24345768.16675275   34114127.82234989       1200.00000000
C08             73500.00000000   -5898179.98009298   23934058.23967201   34371440.55646040       1500.00000000
C08             73800.00000000   -6087177.20894409   23530336.79444485   34612459.16842555       1800.00000000
C08             74100.00000000   -6293675.82344775   23135373.95954983   34837065.42502742       1500.00000000
C08             74400.00000000   -6517277.61874524   22749921.46333014   35045149.58200727       1200.00000000
C08             74700.00000000   -6757549.91638520   22374714.63079705   35236608.77553364        900.00000000
C08             75000.00000000   -7014028.95407597   22010468.70504336   35411348.19597491        600.00000000
C08             75300.00000000   -7286220.12441777   21657878.04540457   35569280.85742216        300.00000000
C08             75600.00000000   -7573598.90922024   21317614.80024697   35710327.64553369          0.00000000
C08             75900.00000000   -7875611.87098911   20990327.62130518   35834417.36194038        300.00000000
C08             76200.00000000   -8191677.69975094   20676640.42203020   35941486.76517945        600.00000000
C08             76500.00000000   -8521188.31327625   20377151.18233009   36031480.60812435        900.00000000
C08             76800.00000000   -8863510.00866196   20092430.80199996   36104351.67188080       1200.00000000
C08             77100.00000000   -9217984.66313164   19823022.00505022   36160060.79611909       1500.00000000
C08             77400.00000000   -9583930.98182007   19569438.29704743   36198576.90581431       1800.00000000
C08             77700.00000000   -9960644.82744253   19332163.48669893   36219877.04017477       1500.00000000
C08             78000.00000000  -10347404.38340659   19111648.70996255   36223946.36693576       1200.00000000
C08             78300.00000000  -10743465.82834267   18908314.63176392   36210778.17676640        900.00000000
C08             78600.00000000  -11148068.51290785   18722548.58726396   36180373.93085471        600.00000000
C08             78900.00000000  -11560435.47489049   18554704.34201633   36132743.25458946        300.00000000
C08             79200.00000000  -11979774.91716113   18405101.40608388   36067903.94222258          0.00000000
C08             79500.00000000  -12405281.71465466   18274024.41304107   35985881.95777617        300.00000000
C08             79800.00000000  -12836138.94754582   18161722.56509900   35886711.43217649        600.00000000
C08             80100.00000000  -13271519.45772622   18068409.14546587   35770434.65659853        900.00000000
C08             80400.00000000  -13710587.42564318   17994261.09892976   35637102.07200597       1200.00000000
C08             80700.00000000  -14152499.96451860   17939418.68152323   35486772.25487392       1500.00000000
C08             81000.00000000  -14596408.72892797   17903985.17999833   35319511.89908203       1800.00000000
C08             81300.00000000  -15041460.46186408   17888027.20573555   35135396.00934677       1500.00000000
C08             81600.00000000  -15486802.89599867   17891572.53413852   34934507.03438938       1200.00000000
C08             81900.00000000  -15931580.01266177   17914613.07151023   34716936.06424733        900.00000000
C08             82200.00000000  -16374937.89713331   17957102.83759830   34482782.00504413        600.00000000
C08             82500.00000000  -16816025.32672854   18018958.54358416   34232151.73201403        300.00000000
C08             82800.00000000  -17253995.40078549   18100059.73827821   33965160.04827054          0.00000000
C08             83100.00000000  -17688007.16332367   18200249.02548479   33681929.63971223        300.00000000
C08             83400.00000000  -18117227.21526629   18319332.35218891   33382591.02606840        600.00000000
C08             83700.00000000  -18540831.31313457   18457079.36708003   33067282.50808899        900.00000000
C08             84000.00000000  -18958005.95114258   18613223.84879369   32736150.11088543       1200.00000000
C08             84300.00000000  -19367949.92364999   18787464.20311755   32389347.52343062       1500.00000000
C08             84600.00000000  -19769875.86496285   18979464.02827489   32027036.03422902       1800.00000000
C08             84900.00000000  -20163011.76351071   19188852.74726754   31649384.46316896       2100.00000000
C08             85200.00000000  -20546602.44747461   19415226.30612975   31256569.08957237       2400.00000000
C08             85500.00000000  -20919911.03898986   19658147.93681683   30848773.57645852       2700.00000000
C08             85800.00000000  -21282220.37410504   19917148.98332598   30426188.89104094       3000.00000000
C08             86100.00000000  -21632834.38573821   20191729.78952396   29989013.22147864       3300.00000000
C08             86400.00000000  -21971079.44694120   20481360.64703475   29537451.88990548       3600.00000000
C09                 0.00000000   -9244343.29904986   38840468.11108952  -13860992.57381064          0.00000000
C09               300.00000000   -8996010.84550401   39142304.61852159  -13175033.83679600        300.00000000
C09               600.00000000   -8734742.61802436   39433129.18262319  -12482815.87316053        600.00000000
C09               900.00000000   -8461033.13000747   39712394.75382658  -11784669.80974931        900.00000000
C09              1200.00000000   -8175400.18972587   39979576.41646281  -11080929.31304570       1200.00000000
C09              1500.00000000   -7878383.90652303   40234172.37318165  -10371930.43076063       1500.00000000
C09              1800.00000000   -7570545.65561286   40475704.88479817   -9658011.43283585       1800.00000000
C09              2100.00000000   -7252466.52905216   40703721.10963401   -8939513.28198810       1500.00000000
C09              2400.00000000   -6924748.11768881   40917794.16880240   -8216776.96670318       1200.00000000
C09              2700.00000000   -6588008.53286515   41117523.60835987   -7490147.07569630        900.00000000
C09              3000.00000000   -6242883.10443252   41302536.37069115   -6759969.16921564        600.00000000
C09              3300.00000000   -5890022.70355813   41472487.42992738   -6026590.22846188        300.00000000
C09              3600.00000000   -5530092.50347750   41627060.43145790   -5290358.49455102          0.00000000
C09              3900.00000000   -5163770.71418524   41765968.27680062   -4551623.30737648        300.00000000
C09              4200.00000000   -4791747.29346968   41888953.65279118   -3810734.94443631        600.00000000
C09              4500.00000000   -4414722.63673534   41995789.50415524   -3068044.45969101        900.00000000
C09              4800.00000000   -4033406.24809403   42086279.44863676   -2323903.52251628       1200.00000000
C09              5100.00000000   -3648515.39523600   42160258.13396131   -1578664.25681432       1500.00000000
C09              5400.00000000   -3260773.75061869   42217591.53602432    -832679.08034620       1800.00000000
C09              5700.00000000   -2870909.27780448   42258177.22314392     -86301.23419446       1500.00000000
C09              6000.00000000   -2479655.82261764   42281944.43433124     660118.12816557       1200.00000000
C09              6300.00000000   -2087747.28624913   42288854.34870853    1406225.99320319        900.00000000
C09              6600.00000000   -1695919.18798489   42278900.04618434    2151670.36721202        600.00000000
C09              6900.00000000   -1304906.54264870   42252106.53049601    2896099.76049305        300.00000000
C09              7200.00000000    -915442.47386637   42208530.66811620    3639163.34542901          0.00000000
C09              7500.00000000    -528256.83175143   42148261.06721228    4380511.11392276        300.00000000
C09              7800.00000000    -144074.81759022   42071417.89693605    5119794.03414366        600.00000000
C09              8100.00000000     236384.38191173   41978152.64743020    5856664.20652685        900.00000000
C09              8400.00000000     612408.94828056   41868647.83104774    6590775.01897137       1200.00000000
C09              8700.00000000     983295.77030706   41743116.62538824    7321781.30118348       1500.00000000
C09              9000.00000000    1348351.76597503   41601802.45886082    8049339.47811274       1800.00000000
C09              9300.00000000    1706895.60842250   41444978.74743836    8773106.93519673       1500.00000000
C09              9600.00000000    2058257.31829175   41272947.54203946    9492745.31477754       1200.00000000
C09              9900.00000000    2401782.03901718   41086040.17579316   10207915.96024720        900.00000000
C09             10200.00000000    2736829.59788629   40884615.81745361   10918283.19143173        600.00000000
C09             10500.00000000    3062776.12010942   40669060.98441824   11623513.67517484        300.00000000
C09             10800.00000000    3379015.19814064   40439788.80412973   12323276.57227097          0.00000000
C09             11100.00000000    3684959.02769203   40197238.22581568   13017243.68314430        300.00000000
C09             11400.00000000    3980039.50834733   39941873.18406108   13705089.59222687        600.00000000
C09             11700.00000000    4263709.30674765   39674181.71579660   14386491.81098993        900.00000000
C09             12000.00000000    4535442.88039239   39394675.03236923   15061130.91958298       1200.00000000
C09             12300.00000000    4794737.46017181   39103886.54844348   15728690.70703588       1500.00000000
C09             12600.00000000    5041113.98982494   38802370.86955889   16388858.30998007       1800.00000000
C09             12900.00000000    5274118.79198523   38490703.00422035   17041323.68724724       1500.00000000
C09             13200.00000000    5493321.34265883   38169476.21513631   17685782.41109710       1200.00000000
C09             13500.00000000    5698319.66192866   37839302.48798434   18321931.81286772        900.00000000
C09             13800.00000000    5888738.01954251   37500810.30851266   18949473.77532725        600.00000000
C09             14100.00000000    6064228.39183407   37154643.73992799   19568114.19873705        300.00000000
C09             14400.00000000    6224471.10949518   36801461.20466065   20177563.12979579          0.00000000
C09             14700.00000000    6369175.45203220   36441934.23945261   20777534.88881000        300.00000000
C09             15000.00000000    6498080.18781777   36076746.22608711   21367748.19505068        600.00000000
C09             15300.00000000    6610954.05874822   35706591.10012272   21947926.29025750        900.00000000
C09             15600.00000000    6707596.20861944   35332172.04003371   22517797.06025105       1200.00000000
C09             15900.00000000    6787836.55443671   34954200.13919438   23077093.15461507       1500.00000000
C09             16200.00000000    6851536.09997871   34573393.06317542   23625552.10441045       1800.00000000
C09             16500.00000000    6898587.94913396   34190473.81722722   24162916.05904640       1500.00000000
C09             16800.00000000    6928914.47627809   33806168.88506151   24688933.42253942       1200.00000000
C09             17100.00000000    6942471.99306763   33421207.61298168   25203356.67084711        900.00000000
C09             17400.00000000    6939247.81327028   33036320.32229334   25705943.99739735        600.00000000
C09             17700.00000000    6919261.02271554   32652237.06064673   26196459.03484144        300.00000000
C09             18000.00000000    6882562.43808693   32269686.22420385   26674670.96018349          0.00000000
C09             18300.00000000    6829234.50621235   31889393.18288301   27140354.59768655        300.00000000
C09             18600.00000000    6759391.14403694   31512078.91123415   27593290.51951997        600.00000000
C09             18900.00000000    6673177.51956994   31138458.62748802   28033265.14411325        900.00000000
C09             19200.00000000    6570769.77420567   30769240.44330830   28460070.83218223       1200.00000000
C09             19500.00000000    6452374.68692632   30405124.02675617   28873505.98039319       1500.00000000
C09             19800.00000000    6318229.28100038   30046799.28095413   29273375.11263070       1800.00000000
C09             20100.00000000    6168600.93162544   29694945.11966037   29659488.72817827       1500.00000000
C09             20400.00000000    6003784.62528360   29350227.86453803   30031664.36278652       1200.00000000
C09             20700.00000000    5824105.75824815   29013300.47448846   30389725.19181595        900.00000000
C09             21000.00000000    5629917.27499870   28684800.97858657   30733501.11164981        600.00000000
C09             21300.00000000    5421599.56400461   28365351.35462187   31062828.56512722        300.00000000
C09             21600.00000000    5199559.73809872   28055556.35230454   31377550.61773884          0.00000000
C09             21900.00000000    4964230.86451400   27756002.34855108   31677517.03119767        300.00000000
C09             22200.00000000    4716071.14599715   27467256.23699313   31962584.33435263        600.00000000
C09             22500.00000000    4455563.05450238   27189864.35379091   32232615.89141383        900.00000000
C09             22800.00000000    4183212.41905643   26924351.44176796   32487481.96745887       1200.00000000
C09             23100.00000000    3899547.46947282   26671219.65481509   32727059.79118884       1500.00000000
C09             23400.00000000    3605117.83767355   26430947.60443874   32951233.61490410       1800.00000000
C09             23700.00000000    3300494.41910318   26203989.57186203   33159894.58721198       1500.00000000
C09             24000.00000000    2986264.69109028   25990774.14685379   33352941.56246776       1200.00000000
C09             24300.00000000    2663037.00917105   25791704.17425625   33530279.99304436        900.00000000
C09             24600.00000000    2331435.84467170   25607155.46550396   33691822.76892362        600.00000000
C09             24900.00000000    1992101.50867509   25437476.21472039   33837490.06080765        300.00000000
C09             25200.00000000    1645688.94014508   25282986.33304368   33967209.36279416          0.00000000
C09             25500.00000000    1292866.46600582   25143976.83592276   34080915.53206885        300.00000000
C09             25800.00000000     934314.53547199   25020709.28456724   34178550.82558826        600.00000000
C09             26100.00000000     570724.43097670   24913415.28263513   34260064.93372606        900.00000000
C09             26400.00000000     202796.95808902   24822296.02914194   34325415.01085643       1200.00000000
C09             26700.00000000    -168758.88314373   24747521.92847243   34374565.70284930       1500.00000000
C09             27000.00000000    -543227.24295790   24689232.25827136   34407489.17145164       1800.00000000
C09             27300.00000000    -919885.97940705   24647534.87958394   34424165.14792258       1500.00000000
C09             27600.00000000   -1298011.24042404   24622506.07913115   34424580.83387185       1200.00000000
C09             27900.00000000   -1676874.00571021   24614190.34255392   34408731.07351754        900.00000000
C09             28200.00000000   -2055744.70845348   24622600.29808619   34376618.27294472        600.00000000
C09             28500.00000000   -2433893.80896297   24647716.67456433   34328252.42846022        300.00000000
C09             28800.00000000   -2810593.18262795   24689488.32687332   34263651.13179941          0.00000000
C09             29100.00000000   -3185117.50601453   24747832.32167187   34182839.57206185        300.00000000
C09             29400.00000000   -3556745.63849419   24822634.08329580   34085850.53435616        600.00000000
C09             29700.00000000   -3924761.99680235   24913747.59962621   33972724.39513582        900.00000000
C09             30000.00000000   -4288457.91993454   25020995.68759764   33843509.11420792       1200.00000000
C09             30300.00000000   -4647133.02180197   25144170.31790938   33698260.22339816       1500.00000000
C09             30600.00000000   -5000096.52908540   25283032.99839203   33537040.81185639       1800.00000000
C09             30900.00000000   -5346667.51448854   25437315.11770046   33359921.80378882       1500.00000000
C09             31200.00000000   -5686180.55301428   25606718.82502420   33166980.77113176       1200.00000000
C09             31500.00000000   -6017980.45580120   25790917.02765145   32958303.63152048        900.00000000
C09             31800.00000000   -6341427.89518652   25989554.36341967   32733983.48891680        600.00000000
C09             32100.00000000   -6655899.53584110   26202247.77712977   32494120.88023829        300.00000000
C09             32400.00000000   -6960789.23169892   26428587.23823678   32238823.74023746          0.00000000
C09             32700.00000000   -7255509.19108570   26668136.51033742   31968207.36294255        300.00000000
C09             33000.00000000   -7539491.10780305   26920433.97106129   31682394.35965420        600.00000000
C09             33300.00000000   -7812187.25598635   27184993.48087535   31381514.61349297        900.00000000
C09             33600.00000000   -8073071.54661812   27461305.29921598   31065705.23049442       1200.00000000
C09             33900.00000000   -8321640.54364676   27748837.04627162   30735110.48725009       1500.00000000
C09             34200.00000000   -8557414.43773349   28047034.70864898   30389881.77509379       1800.00000000
C09             34500.00000000   -8779937.25892651   28355323.55348960   30030177.85072956       1500.00000000
C09             34800.00000000   -8988780.63492411   28673109.74194467   29656163.54624109       1200.00000000
C09             35100.00000000   -9183540.30271132   28999780.67933304   29268011.52497134        900.00000000
C09             35400.00000000   -9363839.78508316   29334706.68585270   28865901.01025642        600.00000000
C09             35700.00000000   -9529330.40101459   29677242.06702542   28450018.00936572        300.00000000
C09             36000.00000000   -9679691.94817064   30026726.34097253   28020555.23704941          0.00000000
C09             36300.00000000   -9814633.33153703   30382485.49498666   27577712.03567728        300.00000000
C09             36600.00000000   -9933893.13690308   30743833.26904319   27121694.29198254        600.00000000
C09             36900.00000000  -10037240.14802850   31110072.46383815   26652714.35042642        900.00000000
C09             37200.00000000  -10124473.80643208   31480496.27088869   26170990.92320145       1200.00000000
C09             37500.00000000  -10195424.61284722   31854389.62218466   25676748.99689305       1500.00000000
C09             37800.00000000  -10249954.46949785   32231030.55683756   25170219.73582179       1800.00000000
C09             38100.00000000  -10287956.41348570   32609691.48872046   24651640.78339211       1500.00000000
C09             38400.00000000  -10309357.03663806   32989641.05149458   24121254.56160911       1200.00000000
C09             38700.00000000  -10314113.34584296   33370144.82406145   23579310.54834231        900.00000000
C09             39000.00000000  -10302215.06527089   33750467.18926042   23026063.58692179        600.00000000
C09             39300.00000000  -10273684.12254090   34129872.63351188   22461774.16621778        300.00000000
C09             39600.00000000  -10228574.62450684   34507627.16005219   21886708.30464802          0.00000000
C09             39900.00000000  -10166972.77114495   34882999.70051137   21301137.43108084        300.00000000
C09             40200.00000000  -10088996.70762547   35255263.52211764   20705338.26267288        600.00000000
C09             40500.00000000   -9994796.31476885   35623697.62781623   20099592.67968425        900.00000000
C09             40800.00000000   -9884552.93820767   35987588.14659768   19484187.59731521       1200.00000000
C09             41100.00000000   -9758479.05669344   36346229.71134467   18859414.83461138       1500.00000000
C09             41400.00000000   -9616817.89010678   36698926.82152453   18225570.98048661       1800.00000000
C09             41700.00000000   -9459842.52776202   37044995.05002066   17582957.70522009       1500.00000000
C09             42000.00000000   -9287857.09908071   37383762.92405652   16931879.83375733       1200.00000000
C09             42300.00000000   -9101193.68096168   37714572.38537685   16272647.87589884        900.00000000
C09             42600.00000000   -8900213.35827686   38036780.63163225   15605576.10444986        600.00000000
C09             42900.00000000   -8685305.12032235   38349761.22163973   14930982.85083116        300.00000000
C09             43200.00000000   -8456885.12528262   38652905.29272533   14249190.35497886          0.00000000
C09             43500.00000000   -8215395.91153273   38945622.74516376   13560524.61277439        300.00000000
C09             43800.00000000   -7961305.55723917   39227343.39137737   12865315.22107268        600.00000000
C09             44100.00000000   -7695106.78982374   39497518.06762133   12163895.22039927        900.00000000
C09             44400.00000000   -7417316.04695506   39755619.70595003   11456600.93538992       1200.00000000
C09             44700.00000000   -7128472.49083134   40001144.36433429   10743771.81304749       1500.00000000
C09             45000.00000000   -6829136.97761138   40233612.21287529   10025750.25889444       1800.00000000
C09             45300.00000000   -6519890.63349217   40452568.32538838    9302881.92909718       1500.00000000
C09             45600.00000000   -6201335.15361331   40657584.17489134    8575513.72680614       1200.00000000
C09             45900.00000000   -5874089.50931217   40848257.56063198    7843996.39486127        900.00000000
C09             46200.00000000   -5538790.20019893   41024214.01810463    7108682.49489547        600.00000000
C09             46500.00000000   -5196089.66541664   41185107.40158205    6369926.69910432        300.00000000
C09             46800.00000000   -4846655.02782253   41330620.56866864    5628085.61552634          0.00000000
C09             47100.00000000   -4491166.80866208   41460466.00909670    4883517.61182340        300.00000000
C09             47400.00000000   -4130317.61521271   41574386.41647547    4136582.63765497        600.00000000
C09             47700.00000000   -3764810.80393079   41672155.20181310    3387642.04574324        900.00000000
C09             48000.00000000   -3395359.12168868   41753576.94774447    2637058.41172656       1200.00000000
C09             48300.00000000   -3022683.32773571   41818487.80251349    1885195.35290139       1500.00000000
C09             48600.00000000   -2647510.79905952   41866755.81287524    1132417.34595388       1800.00000000
C09             48900.00000000   -2270573.91272556   41898281.18917049     379090.04538153       1500.00000000
C09             49200.00000000   -1892609.46805339   41912996.55040275    -374421.90952736       1200.00000000
C09             49500.00000000   -1514355.98428564   41910866.99837781   -1127752.05778386        900.00000000
C09             49800.00000000   -1136553.12686707   41891890.25859040   -1880534.32480151        600.00000000
C09             50100.00000000    -759940.05275702   41856096.68263758   -2632402.69945854        300.00000000
C09             50400.00000000    -385253.97408668   41803549.20391969   -3382991.42021467          0.00000000
C09             50700.00000000     -13228.72468134   41734343.22984602   -4131935.16148869        300.00000000
C09             51000.00000000     355406.66773393   41648606.47070053   -4878869.22018577        600.00000000
C09             51300.00000000     719929.40083473   41546498.70544964   -5623429.70226162        900.00000000
C09             51600.00000000    1079624.30570652   41428211.48489910   -6365253.70921077       1200.00000000
C09             51900.00000000    1433785.24078464   41293967.77273315   -7103979.52436480       1500.00000000
C09             52200.00000000    1781716.46897122   41144021.52509253   -7839246.79888664       1800.00000000
C09             52500.00000000    2122734.22391631   40978657.33899332   -8570696.19268056       1500.00000000
C09             52800.00000000    2456167.20636321   40798189.40660720   -9297971.74794693       1200.00000000
C09             53100.00000000    2781359.16321483   40602961.65428341  -10020717.77231045        900.00000000
C09             53400.00000000    3097669.31515554   40393346.60413023  -10738581.23850110        600.00000000
C09             53700.00000000    3404473.82662735   40169744.77823351  -11451211.40847247        300.00000000
C09             54000.00000000    3701167.02627371   39932583.93005572  -12158260.01515229          0.00000000
C09             54300.00000000    3987162.59244377   39682318.22232769  -12859381.44308268        300.00000000
C09             54600.00000000    4261894.70139859   39419427.35302379  -13554232.90783554        600.00000000
C09             54900.00000000    4524819.13593373   39144415.63111435  -14242474.63408897        900.00000000
C09             55200.00000000    4775414.35220926   38857811.00389324  -14923770.03225134       1200.00000000
C09             55500.00000000    5013182.50266136   38560164.03777468  -15597785.87351990       1500.00000000
C09             55800.00000000    5237650.41295494   38252046.85454908  -16264192.46326223       1800.00000000
C09             56100.00000000    5448371.07444436   37934052.24100025  -16922663.17853655       1500.00000000
C09             56400.00000000    5644922.27251565   37606791.65530106  -17572877.18347786       1200.00000000
C09             56700.00000000    5826910.79033907   37270895.29060383  -18214515.76229754        900.00000000
C09             57000.00000000    5993970.93040588   36927010.03606521  -18847265.05368271        600.00000000
C09             57300.00000000    6145765.79896422   36575798.42513012  -19470815.56839430        300.00000000
C09             57600.00000000    6281987.96973406   36217937.35108339  -20084862.35029250          0.00000000
C09             57900.00000000    6402360.09013684   35854116.75427271  -20689105.13493358        300.00000000
C09             58200.00000000    6506635.42882803   35485038.28358936  -21283248.50563647        600.00000000
C09             58500.00000000    6594598.36343835   35111413.93484531  -21867002.04691980        900.00000000
C09             58800.00000000    6666064.80754831   34733964.66873248  -22440080.49521147       1200.00000000
C09             59100.00000000    6720882.57604325   34353419.01109124  -23002203.88673552       1500.00000000
C09             59400.00000000    6758931.68811909   33970511.63825125  -23553097.70248223       1800.00000000
C09             59700.00000000    6780125.20584152   33585982.05501563  -24092492.58091754       1500.00000000
C09             60000.00000000    6784407.01167600   33200572.74419181  -24620126.18375431       1200.00000000
C09             60300.00000000    6771755.53044701   32815028.33964882  -25135740.72498795        900.00000000
C09             60600.00000000    6742181.36296812   32430093.77258231  -25639084.85314230        600.00000000
C09             60900.00000000    6695727.87740198   32046512.92596360  -26129913.33949255        300.00000000
C09             61200.00000000    6632471.12991606   31665027.18962812  -26607987.20370051          0.00000000
C09             61500.00000000    6552519.72143092   31286374.02029991  -27073073.83594537        300.00000000
C09             61800.00000000    6456014.59075161   30911285.50939450  -27524947.11547629        600.00000000
C09             62100.00000000    6343128.74449978   30540486.96142632  -27963387.52551587        900.00000000
C09             62400.00000000    6214066.92438956   30174695.48582437  -28388182.26444703       1200.00000000
C09             62700.00000000    6069065.21251768   29814618.60493248  -28799125.35321806       1500.00000000
C09             63000.00000000    5908390.57545982   29460952.88093656  -29196017.73890406       1800.00000000
C09             63300.00000000    5732341.01737800   29114382.74377231  -29578667.04348212       1500.00000000
C09             63600.00000000    5541242.33068570   28775578.44482222  -29946889.07757336       1200.00000000
C09             63900.00000000    5335451.47068016   28445195.83901783  -30300505.78297205        900.00000000
C09             64200.00000000    5115353.19330491   28123874.38908352  -30639346.76798384        600.00000000
C09             64500.00000000    4881359.97774905   27812236.10909850  -30963249.02525201        300.00000000
C09             64800.00000000    4633911.22673273   27510884.36001118  -31272057.01113031          0.00000000
C09             65100.00000000    4373472.41444533   27220402.68188315  -31565622.72086644        300.00000000
C09             65400.00000000    4100534.18383862   26941353.66514448  -31843805.75955934        600.00000000
C09             65700.00000000    3815611.39507664   26674277.86306318  -32106473.40885740        900.00000000
C09             66000.00000000    3519242.12704049   26419692.74754670  -32353500.68936726       1200.00000000
C09             66300.00000000    3211986.63387741   26178091.71030576  -32584770.41874687       1500.00000000
