PRN             t(GNSS TIME)/s                 X/m                 Y/m                 Z/m               toe/s
G02             11400.00000000  -19150491.06961599    9556741.58966762  -15023235.15550783       3000.00000000
G02             11700.00000000  -18868028.75590931    8999281.43619853  -15686583.20249036       2700.00000000
G02             12000.00000000  -18581651.20157785    8415599.27001411  -16318410.24600575       2400.00000000
G02             12300.00000000  -18292874.02195333    7806425.85901889  -16917399.05677352       2100.00000000
G02             12600.00000000  -18003187.33637128    7172601.81970072  -17482298.15475240       1800.00000000
G02             12900.00000000  -17714048.69913723    6515074.95712300  -18011925.06619271       1500.00000000
G02             13200.00000000  -17426876.17612415    5834897.07562494  -18505169.42097741       1200.00000000
G02             13500.00000000  -17143041.60416695    5133220.27270377  -18960995.87682726        900.00000000
G02             13800.00000000  -16863864.06973814    4411292.73172144  -19378446.85754140        600.00000000
G02             14100.00000000  -16590603.64244802    3670454.03218723  -19756645.09314275        300.00000000
G02             14400.00000000  -16324455.39771334    2912129.99938716  -20094795.95059197          0.00000000
G02             14700.00000000  -16066543.76148750    2137827.11803487  -20392189.54462159        300.00000000
G02             15000.00000000  -15817917.20825080    1349126.53738195  -20648202.61921390        600.00000000
G02             15300.00000000  -15579543.34153194     547677.69781939  -20862300.19129683        900.00000000
G02             15600.00000000  -15352304.38408598    -264808.38859367  -21034036.94935217       1200.00000000
G02             15900.00000000  -15136993.10250506   -1086566.16904848  -21163058.40080989       1500.00000000
G02             16200.00000000  -14934309.18850528   -1915782.85577067  -21249101.76333188       1800.00000000
G02             16500.00000000  -14744856.11643607   -2750605.96838341  -21291996.59635640       2100.00000000
G02             16800.00000000  -14569138.49372056   -3589151.07312602  -21291665.17057041       2400.00000000
G02             17100.00000000  -14407559.91797948   -4429509.67804588  -21248122.57428749       2700.00000000
G02             17400.00000000  -14260421.35154354   -5269757.24241245  -21161476.55702495       3000.00000000
G02             17700.00000000  -14127920.02094461   -6107961.25802783  -21031927.11188003       3300.00000000
G02             18000.00000000  -14010148.84582259   -6942189.35983305  -20859765.79959281       3600.00000000
G02             18300.00000000  -13907096.26912810   -7770517.70127375  -20645374.84614801       3300.00000000
G02             18600.00000000  -13818647.30636869   -8591037.73556338  -20389225.88158131       3000.00000000
G02             18900.00000000  -13744583.65878188   -9401866.27249717  -20091878.60156385       2700.00000000
G02             19200.00000000  -13684585.87196996  -10201151.73691306  -19753979.08090013       2400.00000000
G02             19500.00000000  -13638235.20494451  -10987082.21608312  -19376257.89386487       2100.00000000
G02             19800.00000000  -13605016.15378296  -11757892.87302299  -18959528.01592953       1800.00000000
G02             20100.00000000  -13584319.44966450  -12511873.10752725  -18504682.51953619       1500.00000000
G02             20400.00000000  -13575445.51217209  -13247373.43026196  -18012692.07515977       1200.00000000
G02             20700.00000000  -13577608.33636020  -13962812.01731510  -17484602.26958007        900.00000000
G02             21000.00000000  -13589939.78988659  -14656680.91485289  -16921530.75386805        600.00000000
G02             21300.00000000  -13611494.29450447  -15327551.86593159  -16324664.23407284        300.00000000
G02             21600.00000000  -13641253.86441719  -15974081.73404714  -15695255.31797719          0.00000000
G02             21900.00000000  -13678133.47242224  -16595017.50064483  -15034619.23156978        300.00000000
G02             22200.00000000  -13720986.71341632  -17189200.81653395  -14344130.41906285        600.00000000
G02             22500.00000000  -13768611.73370618  -17755572.08993362  -13625219.04036784        900.00000000
G02             22800.00000000  -13819757.39366760  -18293174.09669295  -12879367.37993054       1200.00000000
G02             23100.00000000  -13873129.63061867  -18801155.10105765  -12108106.18072712       1500.00000000
G02             23400.00000000  -13927397.98831865  -19278771.47817523  -11313010.91703713       1800.00000000
G02             23700.00000000  -13981202.27926536  -19725389.83232026  -10495698.01934433       2100.00000000
G02             24000.00000000  -14033159.34593430  -20140488.60756185   -9657821.06437844       2400.00000000
G02             24300.00000000  -14081869.88727428  -20523659.19026782   -8801066.94290576       2700.00000000
G02             24600.00000000  -14125925.31713548  -20874606.50543039   -7927152.01741177       3000.00000000
G02             24900.00000000  -14163914.62184647  -21193149.11128878   -7037818.28130124       3300.00000000
G02             25200.00000000  -14194431.18486479  -21479218.79910589   -6134829.53067838       3600.00000000
G02             25500.00000000  -14216079.54478841  -21732859.74239523   -5219967.64698300       3300.00000000
G02             25800.00000000  -14227482.17169743  -21954226.88601675   -4295028.67538385       3000.00000000
G02             26100.00000000  -14227285.69355575  -22143584.68136210   -3361819.00252427       2700.00000000
G02             26400.00000000  -14214167.59343072  -22301304.31986801   -2422151.94674097       2400.00000000
G02             26700.00000000  -14186842.32591647  -22427861.19160316   -1477844.02017699       2100.00000000
G02             27000.00000000  -14144067.32812755  -22523831.77684705    -530711.37297883       1800.00000000
G02             27300.00000000  -14084648.80424744  -22589890.14634421     417433.69057863       1500.00000000
G02             27600.00000000  -14007447.26160623  -22626804.09120883    1364786.11827763       1200.00000000
G02             27900.00000000  -13911382.77786252  -22635430.90455168    2309551.43335888        900.00000000
G02             28200.00000000  -13795439.98050013  -22616712.83785200    3249948.97069355        600.00000000
G02             28500.00000000  -13658672.72150733  -22571672.25590435    4184215.02191006        300.00000000
G02             28800.00000000  -13500208.43177622  -22501406.51483953    5110605.88626440          0.00000000
G02             29100.00000000  -13319252.14143125  -22407082.58825452    6027400.82461969        300.00000000
G02             29400.00000000  -13115090.15396129  -22289931.46689499    6932904.91444789        600.00000000
G02             29700.00000000  -12887093.36367959  -22151242.35762165    7825451.80428129        900.00000000
G02             30000.00000000  -12634720.20766488  -21992356.70756442    8703406.36652191       1200.00000000
G02             30300.00000000  -12357519.24493676  -21814662.07943425    9565167.24796264       1500.00000000
G02             30600.00000000  -12055131.35718494  -21619585.90392748   10409169.31778277       1800.00000000
G02             30900.00000000  -11727291.56690004  -21408589.13502910   11233886.01315319       2100.00000000
G02             31200.00000000  -11373830.47023835  -21183159.83380664   12037831.58292161       2400.00000000
G02             31500.00000000  -10994675.28339312  -20944806.70599240   12819563.23014678       2700.00000000
G02             31800.00000000  -10589850.50263573  -20695052.61828423   13577683.15451195       3000.00000000
G02             32100.00000000  -10159478.17953059  -20435428.11786256   14310840.49587429       3300.00000000
G02             32400.00000000   -9703777.81411722  -20167464.97912800   15017733.18039674       3600.00000000
G02             32700.00000000   -9223066.58084192  -19892689.81485810   15697109.25728935       3300.00000000
G02             33000.00000000   -8717755.75910555  -19612617.71069760   16347770.13968198       3000.00000000
G02             33300.00000000   -8188353.34321633  -19328746.02371690   16968569.92243082       2700.00000000
G02             33600.00000000   -7635460.07462523  -19042548.25418206   17558418.25107180       2400.00000000
G02             33900.00000000   -7059768.06024389  -18755468.07025644   18116281.38565753       2100.00000000
G02             34200.00000000   -6462058.49771305  -18468913.48847113   18641183.49924761       1800.00000000
G02             34500.00000000   -5843199.06985826  -18184251.23175687   19132207.89174528       1500.00000000
